"","FTD_E14-123","Control_E08-101","FTD_E15-66","AD_OS-140909","FTD_OS-150716","FTD_E07-70","FTD_E17-17","FTD_E08-24","FTD_E08-133","AD_E05-87","AD_E12-29","AD_E04-186","AD_E12-06","AD_E13-116","FTD_OS98-06","Control_OS03-390","Control_E06-41","Control_E14-06","Control_E05-130","Control_OS02-35","AD_E06-155","Control_E05-74","Control_E16-45","AD_E11-139"
"CD19 - mRNA",5.93317962660721,5.11687144400627,4.11598104740209,3.41759565714957,3.50718204631564,4.18527069611676,4.7807977603139,4.53258493720457,3.55084321147974,3.89694606089804,4.32908657670176,3.80076690782218,4.66752775417171,4.33345297345108,3.54919362792495,3.87286440423217,3.19782107257846,3.96390525937044,2.91499469706591,2.90945729090693,2.57610017400273,4.17408686616074,3.20678757049759,3.22005867815608
"SH2D1A - mRNA",6.34821712588606,4.2543749677562,3.75341096801738,3.71715593900848,3.50718204631564,4.18527069611676,4.83326518020804,4.45858435576079,4.02032849478096,3.59738577903913,3.86965495806446,3.92629778990603,5.456023648978,4.15288072780926,3.13415612864611,3.87286440423217,3.56039115196317,4.10140878312038,2.78946381498205,3.35691626787816,1.99113767328157,4.01362219396749,3.62182506977643,3.41270375609848
"FCRL2 - mRNA",6.99207331566078,3.96486835056122,3.75341096801738,3.80461878025882,3.68775429195746,3.82270061673205,4.27383777159402,4.11754743792572,4.24272091611741,4.2892634836768,3.9571177993148,4.66326338407224,4.9085358536755,4.41591513364305,3.9642311272038,3.69229215859035,3.63839366396444,3.10140878312038,3.23692279195327,3.53748851351998,1.72810326744778,4.17408686616074,3.08125668841373,3.319594351707
"TRAT1 - mRNA",6.80764874452335,4.79494334911891,4.33837346873854,4.30211843972963,3.68775429195746,4.10280853592479,4.41822768092919,4.6700884609545,4.55084321147974,3.48190856161919,4.26197238084322,4.34133528918488,5.79305863625557,4.15288072780926,3.42366274584109,3.59275648503943,3.39046615052086,3.88990467792667,3.85359415240176,3.61995067371195,2.21353009461802,3.83304994832567,3.42917999183404,2.41270375609848
"MS4A2 - mRNA",6.87177908194307,4.2543749677562,3.53101854668093,3.52451086106608,3.30073116884821,4.01534569467445,3.93280085375895,4.45858435576079,4.17233158822601,2.89694606089804,4.26197238084322,4.2482258847934,5.11498673114293,4.33345297345108,3.7715860492614,3.48584128112292,3.09090586866195,4.03429458726184,3.41749503759509,2.771953767157,2.21353009461802,3.38559097135445,4.08125668841373,3.11314347423957
"IFIT3 - mRNA",5.93317962660721,7.57630306264357,5.64649576410087,5.62404653461699,6.38165116423178,5.71578541281554,5.48534187678773,5.91109656045829,5.49425968311337,5.026229077843,5.62454246022793,5.2482258847934,5.456023648978,5.00087763436421,4.60808731697852,4.69229215859035,5.17182586404552,4.96390525937044,4.41749503759509,4.73542789113189,4.49363801381075,4.62659907085825,4.62182506977643,4.90455685242815
"TPSAB1/B2 - mRNA",7.6336193447483,6.77222327261882,5.19398355940336,4.62404653461699,5.40764637276472,5.10280853592479,6.04827807117889,5.73421879837422,5.73304654270049,4.80383665650656,5.19158305295182,5.83318838551455,6.49349835439666,5.24599013220074,5.09351414414876,4.30896351903884,4.91402810657787,5.10140878312038,5.16292221050949,4.30800666739721,4.83243992726251,4.57001554249188,4.479806064904,4.16759125826195
"KLRD1 - mRNA",7.74053454866482,6.00439671474786,5.5899122357345,5.03908403389584,5.15488030238476,4.92223629028297,5.31131247701268,5.42011020794615,5.02032849478096,4.6518335630615,5.26197238084322,5.2482258847934,6.29555897678475,5.5679182270881,4.13415612864611,5.03332907642541,4.03432234029558,4.59617347486996,5.49995719778706,4.20491317443311,3.86560679119771,4.44972130877417,5.08125668841373,4.87213537473578
"PTX3 - mRNA",6.93317962660721,6.00439671474786,5.26798414084714,5.10947336178724,4.64468557006557,5.0597398140329,5.31131247701268,5.42011020794615,5.40499234501628,4.70430098295564,5.03957995950677,4.80076690782218,6.06607713066198,5.37527314914571,5.87112172281231,5.2772546593115,5.06289149249235,4.64197716448308,5.55885088684063,4.53748851351998,3.99113767328157,5.28371135733524,5.20678757049759,4.319594351707
"CD109 - mRNA",6.34821712588606,5.74913965950578,5.40548766459707,5.17658755764577,5.43318146487186,6.55450450578248,6.53370489834913,6.51443759049431,6.25979442947635,5.06687106234035,4.91404907742291,5.09622279134835,5.96298363769788,5.67225488690284,3.54919362792495,4.10732965786919,4.29735674612937,4.16553912054009,4.28422850673163,5.03498817299079,3.31306576816893,4.24808744760452,4.83127843540538,3.73463185098584
"LRRC25 - mRNA",6.87177908194307,5.60229827117651,6.72741575948444,5.62404653461699,6.43318146487186,6.2247990603034,5.98010656853731,5.76524569399484,5.13580571220089,4.94134018025649,5.36150805439414,5.69888729380296,6.06607713066198,5.91841547417224,4.66467084534489,5.03332907642541,4.4779289917712,4.16553912054009,4.65196029123211,4.80757767688772,4.1066148907015,4.01362219396749,4.20678757049759,3.58262875754079
"TLR3 - mRNA",7.10310462804952,4.49538306726,6.24983679413688,5.55004595317322,6.07602488167352,6.18527069611676,5.98010656853731,5.91109656045829,5.60529099550211,5.25449806551612,5.07910832369341,6.06925574374808,5.20809613553441,5.33345297345108,3.9642311272038,4.10732965786919,4.4779289917712,5.19656601616072,5.28422850673163,4.40422198265651,3.79849259533917,4.38559097135445,4.52871566538495,3.66063126954206
"KLRK1 - mRNA",6.67014522077342,5.49538306726,5.77894606012452,5.38958128097997,5.43318146487186,6.18527069611676,5.58049910982807,6.42011020794615,5.85040349333864,4.85114237128491,5.26197238084322,6.2482258847934,6.33737915247938,5.45544349782969,4.54919362792495,4.37036406370298,4.39046615052086,6.22693966520424,4.78946381498205,4.40422198265651,4.57610017400273,4.92615935271715,4.479806064904,4.66063126954206
"PTGIS - mRNA",6.99207331566078,5.65292434424648,5.46961800201679,5.47204344117194,5.05972306934442,5.77023319683792,5.93280085375895,5.49605906117945,6.24272091611741,5.14487357434162,5.19158305295182,5.83318838551455,6.29555897678475,5.53139235106299,5.05169396845413,5.07080378184408,5.41283396354931,4.85143053011203,4.88462104802239,4.30800666739721,3.99113767328157,5.24808744760452,4.70928791102677,4.93626571215549
"CCR5 - mRNA",7.20619812101363,5.43879953889363,5.87679338352266,5.76155005836693,5.99260887348588,5.71578541281554,5.66976644792516,5.6700884609545,5.02032849478096,4.94134018025649,5.19158305295182,5.51126029062719,6.456023648978,5.73784322853041,4.87112172281231,4.59275648503943,4.59991951614981,4.92737938334533,4.75629695104685,5.09388186204436,4.26415616768799,5.24808744760452,4.26568125955116,5.19406346962314
"TGM1 - mRNA",6.67014522077342,5.11687144400627,5.96842385898823,5.49851565253314,5.35517895287059,5.74326614923765,5.19583525959274,5.45858435576079,5.05985685896759,5.45153491257567,5.51351114783918,5.38572940854333,6.41754950116336,5.76955208825775,4.87112172281231,4.78540156298183,4.19782107257846,4.34241688262417,3.33003219634475,4.25738059432724,4.86560679119771,4.78414034784473,4.90722728863868,4.87213537473578
"AGMO - mRNA",7.34821712588606,4.79494334911891,5.8529466415683,5.82568039578665,6.02655620540922,5.87332668980202,5.48534187678773,5.82536668643241,5.30983511197594,5.62486651546124,5.51351114783918,4.80076690782218,6.06607713066198,5.53139235106299,5.05169396845413,4.10732965786919,4.24844714564843,5.39686466664655,3.65196029123211,4.45002567226964,3.92973712861743,5.73351427477476,3.79175007121875,4.41270375609848
"FAM30A - mRNA",7.84007022221573,5.79494334911891,5.75341096801738,5.00255815787072,4.9578434553252,5.87332668980202,5.64062010226564,5.99201655584186,5.60529099550211,5.18234827976029,4.77654555367298,5.2482258847934,6.11498673114293,5.24599013220074,4.71911862936726,4.6433825581094,4.19782107257846,4.22693966520424,3.78946381498205,4.49441979162809,0.991137673281569,4.83304994832567,4.83127843540538,3.99766625681963
"CD3G - mRNA",7.10310462804952,5.74913965950578,5.19398355940336,4.41759565714957,4.8482189641507,5.40766311745321,5.31131247701268,5.33993985926217,5.17233158822601,5.026229077843,5.29591971276656,5.09622279134835,6.60041355831317,5.45544349782969,4.71911862936726,4.6433825581094,4.29735674612937,4.22693966520424,4.08491969850822,4.65947903789859,2.40617517256041,4.92615935271715,5.14538702583345,4.41270375609848
"KIR3DL1 - mRNA",8.6336193447483,5.96486835056122,5.23145826482203,5.07470794362656,5.12385340676413,5.14462871161941,5.98010656853731,5.42011020794615,5.13580571220089,4.35637767953533,5.26197238084322,6.12269500270954,7.09073918489625,5.73784322853041,5.13415612864611,4.78540156298183,3.97542865124201,4.44933208654068,4.41749503759509,4.49441979162809,2.21353009461802,4.01362219396749,5.08125668841373,4.50016659734882
"SLC10A6 - mRNA",8.07613758044925,6.00439671474786,5.64649576410087,5.07470794362656,5.48293450006896,5.26327320811803,5.61087275887159,5.96554434448067,5.27666824804074,4.42050801695505,5.22720696268254,5.69888729380296,6.9085358536755,5.49391764564433,4.71911862936726,5.14295356759991,4.24844714564843,5.77126018142805,4.41749503759509,4.97358762832665,3.31306576816893,4.73351427477476,5.01414249255519,4.69810597496073
"NGF - mRNA",8.10310462804952,6.67758639848075,5.77894606012452,5.55004595317322,5.57757137420703,5.14462871161941,5.54947221420745,5.38058184375951,4.97968651028361,4.42050801695505,5.29591971276656,5.89592414086252,6.9085358536755,5.67225488690284,4.9642311272038,4.95532656442414,4.43486026987931,4.68637128384153,5.13738711840235,4.53748851351998,2.99113767328157,5.41801244904683,5.32226478791752,5.3899836795984
"GZMB - mRNA",7.96292697000126,6.37990584984006,6.09580316546446,5.52451086106608,4.99260887348588,5.2247990603034,6.17565737765511,5.82536668643241,5.09833100678223,4.70430098295564,4.86965495806446,5.58926280262846,6.93601659009761,5.67225488690284,5.42366274584109,5.07080378184408,4.14535365268432,4.2858333542578,4.49995719778706,4.771953767157,2.99113767328157,5.2115615715794,5.20678757049759,4.58262875754079
"P2RY6 - mRNA",7.6336193447483,7.43879953889363,6.48521485706781,5.41759565714957,5.12385340676413,4.77023319683792,4.98010656853731,5.2106568423172,4.49425968311337,4.75492705602561,4.99893797500943,5.29553159957175,6.01545105759202,6.12863318156258,5.54919362792495,5.48584128112292,3.71239424540822,3.72944000573342,4.18801319147232,4.61995067371195,3.40617517256041,4.31847677549591,3.86975258322002,3.41270375609848
"SPHK1 - mRNA",7.90280597756369,8.46027926630408,6.97947904749723,5.90698049788849,5.40764637276472,6.12387015145262,5.64062010226564,6.27674603277497,5.78114083090153,4.98440890214838,5.51351114783918,5.92629778990603,6.69994923186409,5.94642985034183,5.84687417656564,5.45782690495332,4.91402810657787,5.03429458726184,4.72234961912351,4.25738059432724,2.99113767328157,4.17408686616074,4.86975258322002,4.83896851080058
"CLCF1 - mRNA",8.27895446344894,8.20433428525661,5.72741575948444,5.67135224939535,5.70881590748529,4.77023319683792,5.64062010226564,5.11754743792572,4.93786633458898,4.89694606089804,5.57009467620555,6.06925574374808,7.06607713066198,5.60354213681882,5.45608422353347,4.99485492861078,3.97542865124201,4.68637128384153,5.13738711840235,4.30800666739721,2.72810326744778,4.51112185343831,4.83127843540538,4.45709787545693
"GNLY - mRNA",6.51814212732837,6.18726077189767,4.8529466415683,3.96508345245206,6.09214454703679,2.33727378956181,4.54947221420745,4.60297426509596,3.93786633458898,4.35637767953533,4.39321691412147,3.92629778990603,5.66752775417171,4.76955208825775,4.54919362792495,4.48584128112292,4.34466246090773,2.96390525937044,4.68758420096284,4.65947903789859,2.86560679119771,4.31847677549591,3.9437531646638,3.73463185098584
"LAG3 - mRNA",6.25510772149457,4.11687144400627,4.40548766459707,4.62404653461699,4.40764637276472,4.33727378956181,4.11337309940077,4.11754743792572,5.02032849478096,4.42050801695505,5.03957995950677,4.42879813043522,5.11498673114293,4.41591513364305,3.66467084534489,4.48584128112292,3.84989776915815,3.5488677600916,4.28422850673163,3.53748851351998,3.10661489070151,3.09608435415947,4.3767125719399,4.62215712172743
"CD244 - mRNA",5.80764874452335,5.65292434424648,4.03351888721012,4.41759565714957,4.30073116884821,4.18527069611676,4.34783835303779,3.79561934303836,4.24272091611741,3.80383665650656,4.86965495806446,4.73365271196364,5.60041355831317,4.05334505425834,4.28615922209116,4.42925775275655,3.84989776915815,4.59617347486996,4.45931521328972,3.53748851351998,3.57610017400273,4.57001554249188,4.08125668841373,3.73463185098584
"TNFRSF17 - mRNA",6.04865684402715,5.43879953889363,4.40548766459707,3.88708094045079,4.24414764048184,4.96954200506132,4.72634997629152,4.29811968356754,4.65775841539625,4.48190856161919,4.39321691412147,4.92629778990603,5.53002423042177,4.76955208825775,3.9642311272038,3.59275648503943,4.14535365268432,4.39686466664655,3.65196029123211,3.8423430950484,2.86560679119771,4.01362219396749,4.42917999183404,3.50016659734882
"LTC4S - mRNA",5.67014522077342,4.79494334911891,3.94605604595978,4.17658755764577,3.92221954559448,5.10280853592479,4.66976644792516,4.73421879837422,4.02032849478096,3.59738577903913,4.32908657670176,4.34133528918488,5.456023648978,4.33345297345108,4.13415612864611,4.37036406370298,4.03432234029558,4.16553912054009,3.72234961912351,3.97358762832665,3.21353009461802,4.31847677549591,4.32226478791752,3.66063126954206
"HDC - mRNA",6.74053454866482,4.79494334911891,4.64649576410087,3.88708094045079,3.8482189641507,5.0597398140329,4.7807977603139,5.33993985926217,4.70838448846622,3.89694606089804,3.45461745878562,4.66326338407224,5.85195232530914,3.8309526329219,4.05169396845413,3.69229215859035,3.39046615052086,3.81190216592539,4.23692279195327,3.03498817299079,1.99113767328157,4.09608435415947,3.32226478791753,4.50016659734882
"PRF1 - mRNA",6.80764874452335,4.96486835056122,4.90025235634665,4.03908403389584,4.35517895287059,4.65920188444917,4.61087275887159,4.85451303209193,4.30983511197594,3.70430098295564,4.19158305295182,4.86489724524189,5.01545105759202,4.5679182270881,3.66467084534489,4.17771898576059,2.97542865124201,3.64197716448308,2.78946381498205,3.15046539041073,2.40617517256041,4.31847677549591,3.9437531646638,3.319594351707
"MS4A1 - mRNA",6.74053454866482,4.11687144400627,4.5899122357345,3.71715593900848,4.45827244583469,4.53890765073146,4.34783835303779,4.91109656045829,3.65775841539625,4.14487357434162,4.11758247150805,4.58926280262846,5.11498673114293,5.05334505425834,4.66467084534489,3.95532656442414,3.78278357329962,3.96390525937044,3.41749503759509,2.90945729090693,2.21353009461802,4.17408686616074,4.20678757049759,3.99766625681963
"TCL1A - mRNA",7.15557204794366,3.96486835056122,4.19398355940336,4.47204344117194,4.12385340676413,4.65920188444917,4.34783835303779,4.73421879837422,4.49425968311337,4.2892634836768,5.07910832369341,4.34133528918488,6.06607713066198,5.20018644258761,4.48779308326081,3.59275648503943,3.19782107257846,3.96390525937044,3.41749503759509,3.90945729090693,2.21353009461802,4.83304994832567,4.01414249255519,4.36690006648535
"IL21R - mRNA",6.67014522077342,3.96486835056122,4.94605604595978,4.52451086106608,5.45827244583469,4.18527069611676,4.83326518020804,5.25505096167566,4.60529099550211,3.98440890214838,4.19158305295182,4.34133528918488,5.20809613553441,4.8309526329219,3.66467084534489,4.42925775275655,3.63839366396444,4.03429458726184,4.57795970978834,4.03498817299079,2.40617517256041,4.31847677549591,3.70928791102677,4.16759125826195
"IL1A - mRNA",7.04865684402715,4.49538306726,4.40548766459707,3.96508345245206,4.30073116884821,4.65920188444917,4.27383777159402,4.29811968356754,3.85040349333864,4.2892634836768,4.32908657670176,4.73365271196364,5.53002423042177,4.76955208825775,3.54919362792495,4.03332907642541,4.84989776915815,4.85143053011203,4.49995719778706,4.15046539041073,2.21353009461802,4.24808744760452,4.01414249255519,3.87213537473578
"OR5V1 - mRNA",6.93317962660721,5.92422636606387,4.70094354812325,4.3610121287832,4.35517895287059,4.33727378956181,4.54947221420745,4.96554434448067,4.24272091611741,4.2892634836768,4.57009467620555,4.80076690782218,5.96298363769788,5.10397112732831,4.05169396845413,4.17771898576059,3.63839366396444,4.77126018142805,3.97388838611948,3.8423430950484,1.40617517256041,4.78414034784473,4.14538702583345,3.93626571215549
"SPIB - mRNA",7.74053454866482,6.18726077189767,4.80403704108735,3.88708094045079,4.24414764048184,4.18527069611676,4.48534187678773,4.73421879837422,3.4353659940598,3.80383665650656,4.57009467620555,4.92629778990603,6.66752775417171,5.24599013220074,4.21215864064738,3.69229215859035,3.91402810657787,4.03429458726184,3.41749503759509,3.771953767157,2.72810326744778,4.24808744760452,4.08125668841373,3.99766625681963
"BLK - mRNA",7.77448188058815,5.70183394472743,4.99045016531823,4.52451086106608,4.64468557006557,5.01534569467445,4.98010656853731,4.6700884609545,4.02032849478096,4.14487357434162,4.72763595319203,4.80076690782218,6.29555897678475,4.94642985034183,4.60808731697852,3.59275648503943,3.19782107257846,3.44933208654068,4.03047191448584,3.53748851351998,1.72810326744778,3.73351427477476,4.3767125719399,3.80502117887724
"CCL13 - mRNA",6.74053454866482,5.18726077189767,5.26798414084714,4.92660930463743,5.38165116423178,4.47477731331174,4.93280085375895,4.73421879837422,4.17233158822601,4.48190856161919,3.9571177993148,4.58926280262846,5.85195232530914,5.29038425155919,4.21215864064738,4.17771898576059,4.09090586866195,3.96390525937044,4.78946381498205,4.35691626787816,3.31306576816893,3.83304994832567,3.9437531646638,4.16759125826195
"GPR84 - mRNA",6.80764874452335,4.88240619036925,4.80403704108735,4.30211843972963,4.50718204631564,4.26327320811803,4.72634997629152,5.11754743792572,3.93786633458898,4.42050801695505,4.51351114783918,5.14869021124248,5.96298363769788,5.29038425155919,4.87112172281231,4.54028906514529,4.56039115196317,4.34241688262417,5.26076953390764,4.15046539041073,3.49363801381075,4.24808744760452,4.57602138016331,4.50016659734882
"IL10 - mRNA",7.15557204794366,4.70183394472743,5.15550941158873,4.41759565714957,5.12385340676413,5.2247990603034,4.11337309940077,4.60297426509596,4.70838448846622,4.85114237128491,4.51351114783918,5.2482258847934,6.11498673114293,5.49391764564433,4.87112172281231,4.42925775275655,4.56039115196317,4.96390525937044,3.57795970978834,3.771953767157,2.72810326744778,3.92615935271715,4.42917999183404,4.45709787545693
"PTGER4 - mRNA",6.87177908194307,5.04287086256249,5.43790914228945,5.07470794362656,5.18525395142827,4.96954200506132,4.98010656853731,5.33993985926217,5.27666824804074,4.14487357434162,4.67700988012206,4.73365271196364,5.60041355831317,5.29038425155919,4.91842743759067,4.10732965786919,4.39046615052086,5.44933208654068,4.72234961912351,3.69795318571322,2.86560679119771,4.31847677549591,3.62182506977643,4.27068475122605
"CYSLTR1 - mRNA",7.04865684402715,4.96486835056122,5.40548766459707,5.24071789506549,5.12385340676413,5.2247990603034,5.11337309940077,5.6369215970193,4.93786633458898,4.42050801695505,4.91404907742291,5.09622279134835,6.06607713066198,5.10397112732831,4.60808731697852,4.59275648503943,4.14535365268432,4.96390525937044,4.23692279195327,4.25738059432724,3.21353009461802,5.01362219396749,4.3767125719399,4.36690006648535
"CD33 - mRNA",5.80764874452335,4.79494334911891,5.15550941158873,4.52451086106608,4.64468557006557,5.2247990603034,4.883891253278,4.91109656045829,4.24272091611741,3.89694606089804,4.51351114783918,4.66326338407224,5.29555897678475,5.29038425155919,4.05169396845413,4.30896351903884,3.84989776915815,3.22693966520424,3.57795970978834,3.97358762832665,3.92973712861743,3.51112185343831,3.32226478791753,3.50016659734882
"NKG7 - mRNA",6.59614463932964,5.31850530517592,5.75341096801738,3.71715593900848,4.05972306934442,4.47477731331174,5.31131247701268,5.42011020794615,4.09833100678223,4.06687106234035,4.19158305295182,4.2482258847934,5.53002423042177,4.49391764564433,3.9642311272038,4.91468457992679,3.91402810657787,4.44933208654068,3.65196029123211,4.25738059432724,2.86560679119771,4.17408686616074,3.86975258322002,3.87213537473578
"MKI67 - mRNA",6.74053454866482,5.37990584984006,4.46961800201679,4.03908403389584,4.30073116884821,4.26327320811803,4.61087275887159,4.6700884609545,4.60529099550211,3.98440890214838,4.86965495806446,5.9851914789596,5.66752775417171,4.33345297345108,4.71911862936726,4.99485492861078,4.24844714564843,4.39686466664655,3.41749503759509,5.15046539041073,2.86560679119771,4.09608435415947,4.14538702583345,4.36690006648535
"GDNF - mRNA",6.87177908194307,6.00439671474786,4.46961800201679,3.80461878025882,4.18525395142827,4.87332668980202,4.66976644792516,5.38058184375951,4.02032849478096,4.14487357434162,4.45461745878562,4.73365271196364,6.11498673114293,5.37527314914571,4.71911862936726,4.7395978733687,3.39046615052086,3.34241688262417,4.65196029123211,3.69795318571322,3.10661489070151,3.73351427477476,4.01414249255519,4.45709787545693
"XCL1/2 - mRNA",7.70576913050414,5.79494334911891,4.94605604595978,4.80461878025882,4.60029145070712,5.10280853592479,4.93280085375895,4.96554434448067,5.34225658966832,3.70430098295564,4.57009467620555,5.19931628431245,6.456023648978,5.15288072780926,4.42366274584109,4.6433825581094,3.97542865124201,3.5488677600916,4.45931521328972,4.20491317443311,3.31306576816893,3.73351427477476,4.57602138016331,4.36690006648535
"CEACAM3 - mRNA",6.87177908194307,5.60229827117651,4.99045016531823,4.10947336178724,4.24414764048184,4.77023319683792,4.54947221420745,5.11754743792572,5.17233158822601,3.80383665650656,4.26197238084322,4.51126029062719,6.11498673114293,5.10397112732831,4.54919362792495,4.54028906514529,3.78278357329962,3.72944000573342,3.57795970978834,3.53748851351998,2.86560679119771,3.83304994832567,4.32226478791752,4.319594351707
"BCAS1 - mRNA",6.04865684402715,5.11687144400627,4.40548766459707,4.41759565714957,4.35517895287059,5.53890765073146,3.83326518020804,4.29811968356754,4.17233158822601,4.94134018025649,4.51351114783918,5.09622279134835,5.66752775417171,6.39573725170542,2.7715860492614,3.48584128112292,3.71239424540822,3.22693966520424,3.23692279195327,3.03498817299079,5.7637271771785,4.38559097135445,4.42917999183404,4.73463185098584
"HPGDS - mRNA",5.80764874452335,3.96486835056122,4.5899122357345,5.44507639357168,5.45827244583469,5.47477731331174,4.883891253278,3.79561934303836,4.09833100678223,3.80383665650656,4.99893797500943,4.92629778990603,4.53002423042177,5.45544349782969,2.7715860492614,3.48584128112292,3.84989776915815,4.68637128384153,4.75629695104685,4.69795318571322,4.654102686004,3.83304994832567,4.14538702583345,4.90455685242815
"NINJ2 - mRNA",6.04865684402715,4.88240619036925,4.64649576410087,5.10947336178724,4.80974481633607,5.01534569467445,5.1551932750954,5.70250993864688,5.24272091611741,5.14487357434162,4.19158305295182,4.51126029062719,5.96298363769788,5.53139235106299,4.54919362792495,4.24483318161912,4.34466246090773,4.68637128384153,3.72234961912351,4.90945729090693,4.61562853818936,4.44972130877417,4.9437531646638,3.66063126954206
"CD200R1 - mRNA",6.04865684402715,4.37990584984006,4.33837346873854,4.84643895595344,5.09214454703679,4.82270061673205,5.19583525959274,4.91109656045829,4.65775841539625,4.54080225067276,4.77654555367298,4.58926280262846,4.79305863625557,4.88984632197546,5.24963334606604,4.78540156298183,4.71239424540822,5.16553912054009,4.75629695104685,4.35691626787816,3.86560679119771,4.17408686616074,4.52871566538495,4.54198677304344
"PRKCQ - mRNA",5.80764874452335,4.70183394472743,4.19398355940336,4.71715593900848,4.68775429195746,4.33727378956181,4.11337309940077,4.79561934303836,5.02032849478096,4.89694606089804,4.39321691412147,3.92629778990603,5.01545105759202,4.76955208825775,6.24963334606604,4.59275648503943,3.97542865124201,4.16553912054009,4.28422850673163,4.97358762832665,4.53545818950538,5.05544236966212,4.79175007121875,3.93626571215549
"P2RY1 - mRNA",6.74053454866482,4.96486835056122,5.40548766459707,4.17658755764577,5.15488030238476,6.01534569467445,5.54947221420745,6.33993985926217,5.55084321147974,4.59738577903913,4.67700988012206,4.92629778990603,5.20809613553441,4.94642985034183,4.05169396845413,4.69229215859035,4.09090586866195,4.39686466664655,3.85359415240176,3.69795318571322,3.86560679119771,4.31847677549591,4.57602138016331,4.41270375609848
"TBX21 - mRNA",7.34821712588606,5.79494334911891,5.80403704108735,4.57513693413605,4.88569366956937,5.82270061673205,4.98010656853731,5.6369215970193,5.60529099550211,4.6518335630615,4.45461745878562,5.42879813043522,5.20809613553441,5.20018644258761,4.48779308326081,4.59275648503943,4.14535365268432,3.96390525937044,3.49995719778706,4.30800666739721,3.49363801381075,4.38559097135445,4.32226478791752,3.41270375609848
"CST7 - mRNA",6.59614463932964,5.18726077189767,5.26798414084714,4.17658755764577,4.30073116884821,4.92223629028297,4.883891253278,5.73421879837422,4.60529099550211,4.94134018025649,4.86965495806446,5.04177500732597,5.85195232530914,5.73784322853041,3.87112172281231,5.51332201754503,3.78278357329962,4.2858333542578,3.97388838611948,3.97358762832665,4.36037148294729,4.01362219396749,3.86975258322002,4.80502117887724
"CD8A - mRNA",7.04865684402715,5.37990584984006,5.40548766459707,4.03908403389584,4.45827244583469,5.50719879100412,4.66976644792516,5.6700884609545,5.6317632068633,4.59738577903913,5.51351114783918,5.19931628431245,6.29555897678475,5.60354213681882,4.91842743759067,5.03332907642541,4.34466246090773,4.49995815961065,4.23692279195327,4.09388186204436,4.16106267472388,4.68104685488062,5.08125668841373,4.62215712172743
"CSPG4 - mRNA",6.74053454866482,6.15249535373699,5.50064489763741,4.47204344117194,4.50718204631564,5.01534569467445,5.31131247701268,5.53258493720457,5.37396544939566,4.80383665650656,5.22720696268254,5.51126029062719,5.85195232530914,5.49391764564433,4.91842743759067,4.69229215859035,4.34466246090773,3.64197716448308,3.91499469706591,4.30800666739721,4.36037148294729,4.68104685488062,4.32226478791752,4.45709787545693
"GFAP - mRNA",17.4606566326676,15.8311598983859,17.6166984654966,16.1538349524817,16.1043345205005,17.5853940844865,16.6533301451485,17.5071070797883,16.7621231589617,15.7958780437789,14.8241239294987,16.2680714019142,15.8076022328375,16.146314507122,15.7188577017217,15.1726111437015,13.1778586172574,12.5921685144558,11.5049578788454,15.2253015760849,13.635669967907,13.4376649485096,13.7589763300547,12.713771194317
"GLUL - mRNA",14.7126254072659,15.0832326912999,14.2846531655343,14.2660380387617,14.099389891936,14.1534574709942,13.7213560686878,14.2493186743572,14.8537457134248,13.9330337961908,14.6174283585913,14.4340098559101,14.7896498143506,13.9144319602537,15.074224973049,14.9146845799268,14.4619704123018,13.7822477666056,12.6851079430138,13.9894874369163,14.0014909388308,14.0951447936959,14.311386324062,14.0312039719135
"TMSB4X - mRNA",14.2940267107869,14.4073511422576,14.6081680622707,14.3451457233242,14.7561374301083,14.3856925460329,14.9580327160305,14.7285107379701,14.0282123071298,14.1149037587621,14.221215380996,14.2994348257082,14.7171288218409,14.6153148346081,14.5967152036152,14.3052220719875,14.5366370279739,14.5053891234247,14.4566560153771,14.5827663664686,14.5762175760487,14.7428930417965,14.2111250959291,13.8619168982011
"CALM2 - mRNA",13.3781944724756,12.7952955265992,13.3797718766482,14.1526308760229,13.9109752293914,13.7241062866475,13.9641114962635,14.1491337809836,13.7572001604312,13.9741790440478,14.0780417486555,13.51266848502,14.2394527317901,13.9978479684414,14.5243250848463,14.2869899859142,14.6721064505869,14.7584023562626,14.1025014248242,14.5975486166204,14.6634525104818,14.5948227758924,14.4869300206956,14.4322076143651
"CALM1 - mRNA",13.4922379951529,14.1856497219917,14.0685605302737,15.001763185004,14.6531566362026,14.2600068394386,14.8376863134771,14.5782081025333,14.7390040635995,15.040648137756,15.1304642571492,14.8330631461342,14.9564986639326,14.8087095592501,15.2165269695301,15.3586345315151,15.1093735649602,15.3059799273696,15.2483131335279,15.1200456233838,15.3183862153482,15.4634080922504,15.4324971113131,15.2853545912514
"FTH1 - mRNA",15.6534238848948,16.1378860960405,15.758308573462,15.4729823901416,15.6272038704875,15.1720608388991,15.4387116267591,15.302133551807,15.3106993941905,15.6599249462312,15.5817251330626,15.7870291492832,16.0549576628211,16.0409897413956,15.8829779232608,15.7492459225034,14.9781557807024,15.2217055784392,15.2974386006565,15.1996856339614,15.4390603326818,15.4100380953951,15.3328197904369,15.0010377603954
